Review,Review_Bersih,Review_bersih_joined,Aspek_Kategori,ganti,Sentimen,Label_Aspek,Label_Sen,Review_Bersih_NEG
udh dua kali datang kesini .,sudah kali datang kesini,sudah kali datang kesini,serbaneka,positif,netral,4,1,sudah kali datang kesini
"kami sekeluarga berlibur ke ""Yogya"",dimana kami sempatkan pula untuk jalan-jalan ke Magelang tepatnya di ""Candi Borobudur"".",kami sekeluarga berlibur yogya dimana kami sempatkan pula untuk jalan jalan magelang tepatnya candi borobudur,kami sekeluarga berlibur yogya dimana kami sempatkan pula untuk jalan jalan magelang tepatnya candi borobudur,serbaneka,positif,netral,4,1,kami sekeluarga berlibur yogya dimana kami sempatkan pula untuk jalan jalan magelang tepatnya candi borobudur
"Sengaja kami berkunjung ke sana untuk menunjukkan secara langsug salah satu ""Keajaiban Dunia"" kepada putra putri kami sebagai generasi penerus bangsa,yang diharapkan senantiasa dapat memelihara dan menjaga keberadaan serta kelestarian ""Candi Borobudur"" sekaligus keindahan alam sekitar Candi",sengaja kami berkunjung sana untuk menunjukkan secara langsug salah satu keajaiban dunia kepada putra putri kami sebagai generasi penerus bangsa yang diharapkan senantiasa dapat memelihara menjaga keberadaan serta kelestarian candi borobudur sekaligus keindahan alam sekitar candi,sengaja kami berkunjung sana untuk menunjukkan secara langsug salah satu keajaiban dunia kepada putra putri kami sebagai generasi penerus bangsa yang diharapkan senantiasa dapat memelihara menjaga keberadaan serta kelestarian candi borobudur sekaligus keindahan alam sekitar candi,serbaneka,positif,positif,4,1,sengaja kami berkunjung sana untuk menunjukkan secara langsug salah satu keajaiban dunia kepada putra putri kami sebagai generasi penerus bangsa yang diharapkan senantiasa dapat memelihara menjaga keberadaan serta kelestarian candi borobudur sekaligus keindahan alam sekitar candi
"Sangat menyenangkan mengunjungi candi Budha terbesar di dunia, saran saya berkunjunglah di pagi hari, mulai dari jam 6, agar cuaca masih sejuk dan tidak terik, sehingga kita bisa menikmati kunjungan dengan maksimal,terlebih jika kita membawa anak anak.",sangat menyenangkan mengunjungi candi budha terbesar dunia saran saya berkunjunglah pagi hari mulai dari agar cuaca masih sejuk tidak terik sehingga kita bisa menikmati kunjungan dengan maksimal terlebih jika kita membawa anak anak,sangat menyenangkan mengunjungi candi budha terbesar dunia saran saya berkunjunglah pagi hari mulai dari agar cuaca masih sejuk tidak_terik sehingga kita bisa menikmati kunjungan dengan maksimal terlebih jika kita membawa anak anak,suasana,positif,positif,3,1,sangat menyenangkan mengunjungi candi budha terbesar dunia saran saya berkunjunglah pagi hari mulai dari agar cuaca masih sejuk tidak NEG_terik sehingga kita bisa menikmati kunjungan dengan maksimal terlebih jika kita membawa anak anak
"Mencoba tour mengelilingi desa sekita menggunakan vw safari juga merupakan pilihan yg baik, harga sangat terjangkau.",mencoba wisata mengelilingi desa sekita menggunakan safari juga merupakan pilihan yang baik harga sangat terjangkau,mencoba wisata mengelilingi desa sekita menggunakan safari juga merupakan pilihan yang baik harga sangat terjangkau,fasilitas,positif,positif,1,1,mencoba wisata mengelilingi desa sekita menggunakan safari juga merupakan pilihan yang baik harga sangat terjangkau
"udah lama gak kesini, lebih bagus dan lebih indah suasana sekitarnya, banyak fasilitas tambahan dan pendukungnya, belum lagi banyak festival yang digelar disini, jangan lupa bawa topi ya klo siang hari kesininya, waktu terbaik sih sebenarnya sih sore hari.",sudah lama tidak kesini lebih bagus lebih indah suasana sekitarnya banyak fasilitas tambahan pendukungnya belum lagi banyak festival yang digelar disini jangan lupa bawa topi kalau siang hari kesininya waktu terbaik sebenarnya sore hari,sudah lama tidak_kesini lebih bagus lebih indah suasana sekitarnya banyak fasilitas tambahan pendukungnya belum lagi banyak festival yang digelar disini jangan lupa bawa topi kalau siang hari kesininya waktu terbaik sebenarnya sore hari,suasana,positif,positif,3,1,sudah lama tidak NEG_kesini lebih bagus lebih indah suasana sekitarnya banyak fasilitas tambahan pendukungnya belum NEG_lagi banyak festival yang digelar disini jangan lupa bawa topi kalau siang hari kesininya waktu terbaik sebenarnya sore hari
siapkan kaki anda ya.,siapkan kaki anda,siapkan kaki anda,serbaneka,positif,netral,4,1,siapkan kaki anda
"Di candi borobudur terdapat arca arca yang menarik, banyak bule pada dateng ke tempat itu lho.",candi borobudur terdapat arca arca yang menarik banyak bule pada datang tempat,candi borobudur terdapat arca arca yang menarik banyak bule pada datang tempat,serbaneka,positif,positif,4,1,candi borobudur terdapat arca arca yang menarik banyak bule pada datang tempat
"di luar candi terdapat halaman yang luassss,terdapat sejarah sejarah untuk memperluas ilmu pengetahuan, pokoknya banyak deh",luar candi terdapat halaman yang luas terdapat sejarah sejarah untuk memperluas ilmu pengetahuan pokoknya banyak,luar candi terdapat halaman yang luas terdapat sejarah sejarah untuk memperluas ilmu pengetahuan pokoknya banyak,serbaneka,positif,positif,4,1,luar candi terdapat halaman yang luas terdapat sejarah sejarah untuk memperluas ilmu pengetahuan pokoknya banyak
"Wajib dikunjungi, walaupun harus naik tangga dulu sampai puncaknya tapi pas di puncak, bagus banget viewnya.",wajib dikunjungi walaupun harus naik tangga dahulu sampai puncaknya tapi puncak bagus banget viewnya,wajib dikunjungi walaupun harus naik tangga dahulu sampai puncaknya tapi puncak bagus banget viewnya,lokasi,positif,positif,2,1,wajib dikunjungi walaupun harus naik tangga dahulu sampai puncaknya tapi puncak bagus banget viewnya
Turun setelah keliling candi .,turun setelah keliling candi,turun setelah keliling candi,serbaneka,positif,netral,4,1,turun setelah keliling candi
Ada sewa mobil vw .,sewa mobil,sewa mobil,fasilitas,positif,netral,1,1,sewa mobil
harga 150 ribu bisa mutar keliling sekitar kampung di Borobudur.,harga ribu bisa mutar keliling sekitar kampung borobudur,harga ribu bisa mutar keliling sekitar kampung borobudur,fasilitas,positif,netral,1,1,harga ribu bisa mutar keliling sekitar kampung borobudur
diantar lagi ke pelataran parkir candi,diantar lagi pelataran parkir candi,diantar lagi pelataran parkir candi,fasilitas,positif,netral,1,1,diantar lagi pelataran parkir candi
Tempat wisata sejarah dan bukti peninggalan kerajaan zaman mataram kuno yg masih ada dan pernah menjadi salah satu keajaiban dunia.,tempat wisata sejarah bukti peninggalan kerajaan zaman mataram kuno yang masih pernah menjadi salah satu keajaiban dunia,tempat wisata sejarah bukti peninggalan kerajaan zaman mataram kuno yang masih pernah menjadi salah satu keajaiban dunia,serbaneka,positif,positif,4,1,tempat wisata sejarah bukti peninggalan kerajaan zaman mataram kuno yang masih pernah menjadi salah satu keajaiban dunia
"Kali ini anak-anak diajak ke candi borobudur ,antusias sekali pengen segera sampai.",kali anak anak diajak candi borobudur antusias sekali ingin segera sampai,kali anak anak diajak candi borobudur antusias sekali ingin segera sampai,serbaneka,positif,positif,4,1,kali anak anak diajak candi borobudur antusias sekali ingin segera sampai
Nyampai candi disambut berbagai spot yang menarik .,nyampai candi disambut berbagai titik yang menarik,nyampai candi disambut berbagai titik yang menarik,lokasi,positif,positif,2,1,nyampai candi disambut berbagai titik yang menarik
"Tiket domestik dewasa 40k anak 20k, kebetulan kita pas dateng pas weekdays tetapi ramai sekali pas musim liburan anak sekolah, untungnya masih bisa dapet spot buat foto foto.",tiket domestik dewasa anak kebetulan kita datang weekdays tetapi ramai sekali musim liburan anak sekolah untungnya masih bisa dapat titik buat foto foto,tiket domestik dewasa anak kebetulan kita datang weekdays tetapi ramai sekali musim liburan anak sekolah untungnya masih bisa dapat titik buat foto foto,fasilitas,positif,netral,1,1,tiket domestik dewasa anak kebetulan kita datang weekdays tetapi ramai sekali musim liburan anak sekolah untungnya masih bisa dapat titik buat foto foto
"mata langsung terbelalak, isi dalam museum kece banget, luar sama dalam sangat-sangat jauh berbeda.",mata langsung terbelalak dalam museum bagus banget luar sama dalam sangat sangat jauh berbeda,mata langsung terbelalak dalam museum bagus banget luar sama dalam sangat sangat jauh berbeda,lokasi,positif,positif,2,1,mata langsung terbelalak dalam museum bagus banget luar sama dalam sangat sangat jauh berbeda
Didalamnya lo bakal menemukan cerita sejarah keraton Jogja dan Solo,didalamnya kamu bakal menemukan cerita sejarah keraton jogja solo,didalamnya kamu bakal menemukan cerita sejarah keraton jogja solo,serbaneka,positif,netral,4,1,didalamnya kamu bakal menemukan cerita sejarah keraton jogja solo
selama didalam akan diiringi oleh lantunan musik jawa,selama didalam akan diiringi oleh lantunan musik jawa,selama didalam akan diiringi oleh lantunan musik jawa,fasilitas,positif,netral,1,1,selama didalam akan diiringi oleh lantunan musik jawa
dipandu oleh guide yang siap memandu kita selama dijalan dan menginformasikan sejarah yang ada didalamnya.,dipandu oleh pemandu yang siap memandu kita selama dijalan menginformasikan sejarah yang didalamnya,dipandu oleh pemandu yang siap memandu kita selama dijalan menginformasikan sejarah yang didalamnya,fasilitas,positif,positif,1,1,dipandu oleh pemandu yang siap memandu kita selama dijalan menginformasikan sejarah yang didalamnya
"Tapi sayangnya kita tidak diijinkan untuk mengambil foto selama didalam museum, kurang tau alasanya kenapa",tapi sayangnya kita tidak diijinkan untuk mengambil foto selama didalam museum kurang_tahu alasanya kenapa,tapi sayangnya kita tidak_diijinkan untuk mengambil foto selama didalam museum kurang_tahu alasanya kenapa,fasilitas,negatif,negatif,1,0,tapi sayangnya kita tidak NEG_diijinkan untuk mengambil foto selama didalam museum kurang_tahu alasanya kenapa
"tapi gak nyesel datang kesini, nanti suatu saat bakal datang kesana lagi.",tapi tidak nyesel datang kesini nanti suatu saat bakal datang kesana lagi,tapi tidak_nyesel datang kesini nanti suatu saat bakal datang kesana lagi,serbaneka,positif,positif,4,1,tapi tidak NEG_nyesel datang kesini nanti suatu saat bakal datang kesana lagi
"Museum ini adalah milik pribadi, dimana di dalam museum tsb ada beberapa koleksi dari sejarah kerajaan Yogyakarta dan Solo.",museum adalah milik pribadi dimana dalam museum tersebut beberapa koleksi dari sejarah kerajaan yogyakarta solo,museum adalah milik pribadi dimana dalam museum tersebut beberapa koleksi dari sejarah kerajaan yogyakarta solo,serbaneka,positif,netral,4,1,museum adalah milik pribadi dimana dalam museum tersebut beberapa koleksi dari sejarah kerajaan yogyakarta solo
Museum ini menyimpan koleksi dari photo2 kerajaan yang sudah reproduksi kembali.,museum menyimpan koleksi dari photo photo kerajaan yang sudah reproduksi kembali,museum menyimpan koleksi dari photo photo kerajaan yang sudah reproduksi kembali,serbaneka,positif,netral,4,1,museum menyimpan koleksi dari photo photo kerajaan yang sudah reproduksi kembali
"koleksi batik dan arti dari batik tsb, pakaian kerajaan Yogya dan solo dsb.",koleksi batik arti dari batik pakaian kerajaan yogya solo,koleksi batik arti dari batik pakaian kerajaan yogya solo,serbaneka,positif,netral,4,1,koleksi batik arti dari batik pakaian kerajaan yogya solo
Tarif untuk masuk ke museum tsb 40K untuk dewasa dan 20K untuk anak.,tarif untuk masuk museum tersebut untuk dewasa untuk anak,tarif untuk masuk museum tersebut untuk dewasa untuk anak,serbaneka,positif,netral,4,1,tarif untuk masuk museum tersebut untuk dewasa untuk anak
Pengunjung dibagi menjadi grup kecil sekitar 25orang dan akan dipandu oleh Guide yang supel dan mengerti akan sejarah dari koleksi yang di pamerkan.,pengunjung dibagi menjadi grup kecil sekitar orang akan dipandu oleh pemandu yang supel mengerti akan sejarah dari koleksi yang pamerkan,pengunjung dibagi menjadi grup kecil sekitar orang akan dipandu oleh pemandu yang supel mengerti akan sejarah dari koleksi yang pamerkan,fasilitas,positif,netral,1,1,pengunjung dibagi menjadi grup kecil sekitar orang akan dipandu oleh pemandu yang supel mengerti akan sejarah dari koleksi yang pamerkan
Dan bagi para anak2 akan sangat menarik untuk menjelajahi sejarah kerajaan jawa khususnya Yogya dan Solo.,bagi para anak anak akan sangat menarik untuk menjelajahi sejarah kerajaan jawa khususnya yogya solo,bagi para anak anak akan sangat menarik untuk menjelajahi sejarah kerajaan jawa khususnya yogya solo,fasilitas,positif,positif,1,1,bagi para anak anak akan sangat menarik untuk menjelajahi sejarah kerajaan jawa khususnya yogya solo
Tata letak museum sangat menarik dan tidak membosankan.,tata letak museum sangat menarik tidak membosankan,tata letak museum sangat menarik tidak_membosankan,lokasi,positif,positif,2,1,tata letak museum sangat menarik tidak NEG_membosankan 
Lokasinya sendiri di dataran tinggi gunung merapi yang berudara cukup sejuk.,lokasinya sendiri dataran tinggi gunung merapi yang berudara cukup sejuk,lokasinya sendiri dataran tinggi gunung merapi yang berudara cukup sejuk,lokasi,positif,positif,2,1,lokasinya sendiri dataran tinggi gunung merapi yang berudara cukup sejuk
Hanya saja tidak diperkenankan untuk mengambil gambar.,hanya saja tidak diperkenankan untuk mengambil gambar,hanya saja tidak_diperkenankan untuk mengambil gambar,fasilitas,negatif,negatif,1,0,hanya saja tidak NEG_diperkenankan untuk mengambil gambar
"Sejarah dan budaya jawa yang sangat menarik bisa didapatkan disini, ",sejarah budaya jawa yang sangat menarik bisa didapatkan disini,sejarah budaya jawa yang sangat menarik bisa didapatkan disini,serbaneka,positif,positif,4,1,sejarah budaya jawa yang sangat menarik bisa didapatkan disini
sayangnya tidak bisa membawa kamera sampai ke dalam museum.,sayangnya tidak bisa membawa kamera sampai dalam museum,sayangnya tidak_bisa membawa kamera sampai dalam museum,fasilitas,negatif,negatif,1,0,sayangnya tidak NEG_bisa membawa kamera sampai dalam museum
Tapi semua yang di museum masih melekat diingatan.,tapi semua yang museum masih melekat diingatan,tapi semua yang museum masih melekat diingatan,serbaneka,positif,positif,4,1,tapi semua yang museum masih melekat diingatan
"Kalau kalian sering mengunjungi museum di Indonesia, kalian pasti tahu bahwa kecenderungan museum disini ditata kurang menarik dan kurang terorganisir padahal nilai sejarahnya tinggi.",kalau kalian sering mengunjungi museum indonesia kalian pasti tahu bahwa kecenderungan museum disini ditata kurang_menarik kurang_terorganisir padahal nilai sejarahnya tinggi,kalau kalian sering mengunjungi museum indonesia kalian pasti tahu bahwa kecenderungan museum disini ditata kurang_menarik kurang_terorganisir padahal nilai sejarahnya tinggi,lokasi,negatif,negatif,2,0,kalau kalian sering mengunjungi museum indonesia kalian pasti tahu bahwa kecenderungan museum disini ditata kurang_menarik kurang_terorganisir padahal nilai sejarahnya tinggi
