,Review,Sentimen,Aspek_Kategori,classified,Label_Aspek,Label_Sen,Review_Bersih,review_stemmed
285,"Ditambah dengan desain museum yg, menurut saya, elegan.",positif,lokasi,lokasi,2,1,ditambah dengan desain museum menurut saya elegan,tambah dengan desain museum turut saya elegan
286,"Menikmati museum dengan metode tur, didampingi seorang pemandu yg enak cara ngomongnya.",positif,fasilitas,fasilitas,1,1,menikmati museum dengan metode didampingi seorang pemandu yang enak cara ngomongnya,nikmat museum dengan metode damping orang pandu yang enak cara ngomongnya
287,Oke banget.,positif,serbaneka,serbaneka,4,1,banget,banget
288,Museum ullen sentalu merupakan museum budaya jawa terbaik yang pernah saya datangi.,positif,serbaneka,serbaneka,4,1,museum ullen sentalu merupakan museum budaya jawa terbaik yang pernah saya datangi,museum ullen sentalu rupa museum budaya jawa baik yang pernah saya datang
289,Museum ini terletak di daerah kawasan wisata kaliurang yang sejuk dan penuh dengan pegunungan.,positif,lokasi,lokasi,2,1,museum terletak daerah kawasan wisata kaliurang yang sejuk penuh dengan pegunungan,museum letak daerah kawasan wisata kaliurang yang sejuk penuh dengan gunung
290,Museum ini menyimpan koleksi kebudayaan jawa dan sejarah terbentuknya keraton jogja dan solo.,netral,serbaneka,serbaneka,4,0,museum menyimpan koleksi kebudayaan jawa sejarah terbentuknya keraton jogja solo,museum simpan koleksi budaya jawa sejarah bentuk keraton jogja solo
291,"Terdapat tour yang di dampingi guide yang menjelaskan koleksinya sehingga kita bisa mengerti filosofi benda-beda bersejarah koleksi museum,",netral,fasilitas,fasilitas,1,0,terdapat wisata yang dampingi pemandu yang menjelaskan koleksinya sehingga kita bisa mengerti filosofi benda beda bersejarah koleksi museum,dapat wisata yang damping pandu yang jelas koleksi sehingga kita bisa erti filosofi benda beda sejarah koleksi museum
292,Di tempat ini kami disuguhi dengan informasi sejarah terkait dengan kerajaan Jogja dan Solo.,netral,fasilitas,fasilitas,1,0,tempat kami disuguhi dengan informasi sejarah terkait dengan kerajaan jogja solo,tempat kami suguh dengan informasi sejarah kait dengan raja jogja solo
293,Juga yang tak kalah menariknya mengenai batik.,netral,serbaneka,serbaneka,4,0,juga yang tidak_kalah menariknya mengenai batik,juga yang tidak kalah tarik kena batik
294,Disini saya baru paham mengenai arti symbol yang ada di batik.,netral,serbaneka,serbaneka,4,0,disini saya baru paham mengenai arti symbol yang batik,sini saya baru paham kena arti symbol yang batik
295,Di tempat ini akan dipandu oleh Pemandu.,netral,fasilitas,fasilitas,1,0,tempat akan dipandu oleh pemandu,tempat akan pandu oleh pandu
296,Harga masuk sudah dengan fee si Pemandu.,netral,serbaneka,serbaneka,4,0,harga masuk sudah dengan pemandu,harga masuk sudah dengan pandu
297,Si Pemandu juga pandai berbahasa Inggris.,positif,fasilitas,fasilitas,1,1,pemandu juga pandai berbahasa inggris,pandu juga pandai bahasa inggris
298,Tidak semua ruangan di dalam museum boleh diambil gambar.,netral,fasilitas,fasilitas,1,0,tidak_semua ruangan dalam museum boleh diambil gambar,tidak semua ruang dalam museum boleh ambil gambar
299,Pengambilan gambar hanya dilakukan di bagian tertentu.,netral,fasilitas,fasilitas,1,0,pengambilan gambar hanya dilakukan bagian tertentu,ambil gambar hanya laku bagi tentu
300,Untuk anak-anak SD ke atas tempat ini akan menarik untuk dikunjungi.,netral,lokasi,lokasi,2,0,untuk anak anak atas tempat akan menarik untuk dikunjungi,untuk anak anak atas tempat akan tarik untuk kunjung
301,"Di salah satu ruangan, telah disediakan minuman jahe hangat free oleh museum.",netral,fasilitas,fasilitas,1,0,salah satu ruangan telah disediakan minuman jahe hangat free oleh museum,salah satu ruang telah sedia minum jahe hangat free oleh museum
302,Di akhir perjalanan kita boleh foto di salah satu replika yang dibuat miring yang mengartikan agar generasi muda melestarikan budaya lokal.,netral,fasilitas,fasilitas,1,0,akhir perjalanan kita boleh foto salah satu replika yang dibuat miring yang mengartikan agar generasi muda melestarikan budaya lokal,akhir jalan kita boleh foto salah satu replika yang buat miring yang arti agar generasi muda lestari budaya lokal
303,Biaya masuk terjangkau.,positif,serbaneka,serbaneka,4,1,biaya masuk terjangkau,biaya masuk jangkau
304,Akses menuju lokasi harus pakai mobil pribadi/sewa,netral,lokasi,lokasi,2,0,akses menuju lokasi harus pakai mobil pribadi sewa,akses tuju lokasi harus pakai mobil pribadi sewa
305,pelajaran sejarah dengan melihat langsung peninggalan jaman dahulu beserta arsip-arsip nya.,netral,serbaneka,serbaneka,4,0,pelajaran sejarah dengan melihat langsung peninggalan jaman dahulu beserta arsip arsip,ajar sejarah dengan lihat langsung tinggal jaman dahulu serta arsip arsip
306,Nuansa museum pun sangat klasik,positif,suasana,suasana,3,1,nuansa museum sangat klasik,nuansa museum sangat klasik
307,ada air abadi nya lhoo,positif,fasilitas,fasilitas,1,1,abadi lhoo,abadi lhoo
308,Museum yang sangat unik ,positif,serbaneka,serbaneka,4,1,museum yang sangat unik,museum yang sangat unik
309,ditemani oleh seorang pemandu yang sangat pintar dan mengerti betul mengenai sejarah keraton Yogyakarta,positif,fasilitas,fasilitas,1,1,ditemani oleh seorang pemandu yang sangat pintar mengerti betul mengenai sejarah keraton yogyakarta,tani oleh orang pandu yang sangat pintar erti betul kena sejarah keraton yogyakarta
310,Awal kesini karena suruh survey.,netral,serbaneka,serbaneka,4,0,awal kesini karena suruh survey,awal kesini karena suruh survey
311,"lokasi pas masuk adem banget, ga ngebosenin.",positif,suasana,serbaneka,3,1,lokasi masuk adem banget tidak_ngebosenin,lokasi masuk adem banget tidak ngebosenin
312,ada guidenya dan ngejelasinnya ga buru-buru,positif,fasilitas,serbaneka,1,1,guidenya ngejelasinnya tidak_buru buru,guidenya ngejelasinnya tidak buru buru
313,Tempatnya bagus.,positif,lokasi,lokasi,2,1,tempatnya bagus,tempat bagus
314,sejuk,positif,suasana,suasana,3,1,sejuk,sejuk
315,"Arsitekturnya juga bagus, saya suka.",positif,lokasi,lokasi,2,1,arsitekturnya juga bagus saya suka,arsitektur juga bagus saya suka
316,Tur sejam ga kerasa .,netral,serbaneka,serbaneka,4,0,sejam tidak_kerasa,jam tidak rasa
317,Tempat historis banget :),positif,lokasi,lokasi,2,1,tempat historis banget,tempat historis banget
318,Museum ini terletak di daerah kaliurang.,netral,lokasi,lokasi,2,0,museum terletak daerah kaliurang,museum letak daerah kaliurang
319,Museum ini milik swasta dan tidak besar.,netral,lokasi,lokasi,2,0,museum milik swasta tidak_besar,museum milik swasta tidak besar
320,Koleksi di museum ini tidak masif.,negatif,fasilitas,fasilitas,1,2,koleksi museum tidak_masif,koleksi museum tidak masif
321,"Kebanyakan koleksinya berkaitan dengan keluarga keraton Solo dan Yogya, terutama Solo.",netral,fasilitas,fasilitas,1,0,kebanyakan koleksinya berkaitan dengan keluarga keraton solo yogya terutama solo,banyak koleksi kait dengan keluarga keraton solo yogya utama solo
322,Dengan mengunjungi museum ini kita dapat lebih mengetahui sejarah keraton Yogya dan Solo terutama kehidupan dari beberapa anggota keluarga keraton.,positif,serbaneka,serbaneka,4,1,dengan mengunjungi museum kita dapat lebih mengetahui sejarah keraton yogya solo terutama kehidupan dari beberapa anggota keluarga keraton,dengan unjung museum kita dapat lebih tahu sejarah keraton yogya solo utama hidup dari beberapa anggota keluarga keraton
323,Walaupun tidak besar tetapi museum ini dikelola dengan sangat baik.,positif,serbaneka,serbaneka,4,1,walaupun tidak_besar tetapi museum dikelola dengan sangat baik,walaupun tidak besar tetapi museum kelola dengan sangat baik
324,Pemandu di sana sudah sangat terlatih dalam memberikan informasi dan memandu wisatawan yang berkunjung.,positif,fasilitas,fasilitas,1,1,pemandu sana sudah sangat terlatih dalam memberikan informasi memandu wisatawan yang berkunjung,pandu sana sudah sangat latih dalam beri informasi pandu wisatawan yang kunjung
325,Setelah selesai melihat koleksi museum kita dapat menikmati kafe di museum,positif,fasilitas,fasilitas,1,1,setelah selesai melihat koleksi museum kita dapat menikmati kafe museum,telah selesai lihat koleksi museum kita dapat nikmat kafe museum
326,menikmati sejuknya kaliurang.,positif,suasana,suasana,3,1,menikmati sejuknya kaliurang,nikmat sejuk kaliurang
327,Pertama kali ke tempat ini kagum dengan nuansa & suasananya.,positif,suasana,suasana,3,1,pertama kali tempat kagum dengan nuansa suasananya,pertama kali tempat kagum dengan nuansa suasana
328,"Dekat dengan puncak gunung merapi, dingin",netral,lokasi,lokasi,2,0,dekat dengan puncak gunung merapi dingin,dekat dengan puncak gunung rapi dingin
329,nuansanya jawa banget,netral,suasana,suasana,3,0,nuansanya jawa banget,nuansa jawa banget
330,Historis dan penuh budaya jawa nya.,netral,serbaneka,serbaneka,4,0,historis penuh budaya jawa,historis penuh budaya jawa
331,"Tempatnya oke sih,",positif,serbaneka,serbaneka,4,1,tempatnya,tempat
332, tiket 40rb untuk lokal waktu tur kira2 satu jam di pandu guide ,netral,fasilitas,fasilitas,1,0,tiket untuk lokal waktu kira kira satu pandu pemandu,tiket untuk lokal waktu kira kira satu pandu pandu
333,didalem tidak boleh foto2,netral,fasilitas,fasilitas,1,0,didalem tidak_boleh foto foto,dalem tidak boleh foto foto
334,koleksi cukup menarik yang kebanyakan adalah foto2 raja beserta kerabat raja,positif,fasilitas,fasilitas,1,1,koleksi cukup menarik yang kebanyakan adalah foto foto raja beserta kerabat raja,koleksi cukup tarik yang banyak adalah foto foto raja serta kerabat raja
335,kekurangan tempat ini adalah kalo hujan karena satu tempat ke tempat lain adalah ruang terbuka,negatif,lokasi,lokasi,2,2,kekurangan tempat adalah kalau hujan karena satu tempat tempat lain adalah ruang terbuka,kurang tempat adalah kalau hujan karena satu tempat tempat lain adalah ruang buka
336,museum yang menampilkan budaya jawa khususnya jogja dan solo secara lengkap dan mudah dicerna.,positif,fasilitas,fasilitas,1,1,museum yang menampilkan budaya jawa khususnya jogja solo secara lengkap mudah dicerna,museum yang tampil budaya jawa khusus jogja solo cara lengkap mudah cerna
337,guide yang ramah dan cerdas membantu bercerita secara runtut dan ramah.,positif,fasilitas,fasilitas,1,1,pemandu yang ramah cerdas membantu bercerita secara runtut ramah,pandu yang ramah cerdas bantu cerita cara runtut ramah
338,"Museum ini sangat tepat dikunjungi untuk belajar mengenai sejarah Kerajaan di Jawa, dimana banyak dijelaskan budaya-budaya jawa seperti musik, pakaian, dan masih banyak lagi.",positif,fasilitas,fasilitas,1,1,museum sangat tepat dikunjungi untuk belajar mengenai sejarah kerajaan jawa dimana banyak dijelaskan budaya budaya jawa seperti musik pakaian masih banyak lagi,museum sangat tepat kunjung untuk ajar kena sejarah raja jawa mana banyak jelas budaya budaya jawa seperti musik pakai masih banyak lagi
339,Lukisan lukisan yang tersedia jg sangat menarik untuk dilihat.,positif,serbaneka,serbaneka,4,1,lukisan lukisan yang tersedia juga sangat menarik untuk dilihat,lukis lukis yang sedia juga sangat tarik untuk lihat
340,Ini museum koleksi pribadi.,netral,serbaneka,serbaneka,4,0,museum koleksi pribadi,museum koleksi pribadi
341,Memang tidak selengkap di Kraton Jogja.,negatif,fasilitas,fasilitas,1,2,memang tidak_selengkap kraton jogja,memang tidak lengkap kraton jogja
342,Biaya masuk lumayan mahal.,negatif,serbaneka,serbaneka,4,2,biaya masuk lumayan mahal,biaya masuk lumayan mahal
343,Dan mengikuti tour keliling area dg guide yg disediakan.,netral,fasilitas,fasilitas,1,0,mengikuti wisata keliling area dengan pemandu yang disediakan,ikut wisata keliling area dengan pandu yang sedia
344,Sekali tour mencapai waktu sekitar 30 menitan.,netral,serbaneka,serbaneka,4,0,sekali wisata mencapai waktu sekitar menitan,sekali wisata capai waktu sekitar menit
345,"Suasananya adem, nyaman, sejuk, bersih.",positif,suasana,suasana,3,1,suasananya adem nyaman sejuk bersih,suasana adem nyaman sejuk bersih
346,Ada restoran di bagian atas museum.,netral,fasilitas,fasilitas,1,0,restoran bagian atas museum,restoran bagi atas museum
347,"Museum yang sangat menarik dan harus dikunjungi klo ke jogja, menyimpan banyak cerita mengenai sejarah keraton, foto-foto, sejarah baju adat keraton jawa, dll.",positif,fasilitas,fasilitas,1,1,museum yang sangat menarik harus dikunjungi kalau jogja menyimpan banyak cerita mengenai sejarah keraton foto foto sejarah baju adat keraton jawa,museum yang sangat tarik harus kunjung kalau jogja simpan banyak cerita kena sejarah keraton foto foto sejarah baju adat keraton jawa
348,tapi sayangnya tidak boleh foto-foto mungkin krn memang kebanyakan barang pribadi,negatif,fasilitas,fasilitas,1,2,tapi sayangnya tidak_boleh foto foto mungkin karena memang kebanyakan barang pribadi,tapi sayang tidak boleh foto foto mungkin karena memang banyak barang pribadi
349,"Jangan lewatkan untuk membeli souvenir di akhir perjalanan klo ke jogja lagi, ",positif,fasilitas,fasilitas,1,1,jangan lewatkan untuk membeli souvenir akhir perjalanan kalau jogja lagi,jangan lewat untuk beli souvenir akhir jalan kalau jogja lagi
350,saya pasti akan mengunjungi Ulen sentalu lagi,positif,serbaneka,serbaneka,4,1,saya pasti akan mengunjungi ulen sentalu lagi,saya pasti akan unjung ulen sentalu lagi
351,"Mengenal lebih jauh silsilah keluarga kerajaan Mataram,budaya dan sejarah peradaban.",positif,serbaneka,serbaneka,4,1,mengenal lebih jauh silsilah keluarga kerajaan mataram budaya sejarah peradaban,kenal lebih jauh silsilah keluarga raja mataram budaya sejarah adab
352,"tempatnya asri, hawanya sejuk.",positif,suasana,suasana,3,1,tempatnya asri hawanya sejuk,tempat asri hawa sejuk
353,"Ingin mengetahui sejarah keluarga kraton joja solo dan peninggalan peninggalannnya bisa datang kemari, terdapat pula koleksi lukisan, foto dan batik yang masih terawat baik",positif,fasilitas,fasilitas,1,1,ingin mengetahui sejarah keluarga kraton joja solo peninggalan peninggalanya bisa datang kemari terdapat pula koleksi lukisan foto batik yang masih terawat baik,ingin tahu sejarah keluarga kraton joja solo tinggal peninggalanya bisa datang kemari dapat pula koleksi lukis foto batik yang masih awat baik
354,"lokasi di komplek Kaliurang, di lereng Gunung Merapi.",netral,lokasi,lokasi,2,0,lokasi komplek kaliurang lereng gunung merapi,lokasi komplek kaliurang lereng gunung rapi
355,Museum ini merupakan milik pribadi yang dikelola dengan sangat bagus.,positif,serbaneka,serbaneka,4,1,museum merupakan milik pribadi yang dikelola dengan sangat bagus,museum rupa milik pribadi yang kelola dengan sangat bagus
356,"Jika ingin mengetahui secara mendalam tentang keluarga keraton Yogya, datanglah kemari.",positif,serbaneka,serbaneka,4,1,jika ingin mengetahui secara mendalam tentang keluarga keraton yogya datanglah kemari,jika ingin tahu cara dalam tentang keluarga keraton yogya datang kemari
357,"Saran saya, gunakan jasa tour guide agar mendapatkan informasi yang jelas dan tepat.",positif,fasilitas,fasilitas,1,1,saran saya gunakan jasa wisata pemandu agar mendapatkan informasi yang jelas tepat,saran saya guna jasa wisata pandu agar dapat informasi yang jelas tepat
358,Dengan biaya Rp. 30000 kita berdelapan masuk ke museum,netral,serbaneka,serbaneka,4,0,dengan biaya rupiah kita berdelapan masuk museum,dengan biaya rupiah kita delapan masuk museum
359,"biaya ini dah termasuk tiket masuk, guide, dan drink( jamu)",netral,fasilitas,fasilitas,1,0,biaya sudah termasuk tiket masuk pemandu drink jamu,biaya sudah masuk tiket masuk pandu drink jamu
360,di lobby masuk ada ruang tunggu yang ada patung rama shinta ,netral,fasilitas,fasilitas,1,0,lobby masuk ruang tunggu yang patung rama shinta,lobby masuk ruang tunggu yang patung rama shinta
